STD_ID,mark
141880,4.333333333333333
141882,4.0
141883,3.896551724137931
141884,3.53125
141886,3.8333333333333335
141887,4.866666666666666
141892,4.653846153846154
141893,4.774193548387097
141894,4.76
141896,4.84
141898,4.304347826086956
141899,4.434782608695652
141904,4.44
141907,4.730769230769231
141911,4.5
141912,3.9130434782608696
141913,4.52
141919,4.3125
141921,3.967741935483871
141922,4.785714285714286
141948,4.9375
141956,4.973684210526316
141957,4.526315789473684
141961,4.675675675675675
141964,4.758620689655173
141976,4.45945945945946
141996,4.5
141998,3.8157894736842106
141999,3.6842105263157894
142001,3.5476190476190474
142002,4.088235294117647
142245,5.0
142246,3.5625
142247,4.916666666666667
142255,4.454545454545454
142258,4.545454545454546
142259,5.0
142264,4.696969696969697
142265,4.352941176470588
142266,4.378378378378378
142696,4.7
142697,3.5428571428571427
142698,4.72972972972973
142712,4.075
142723,4.551724137931035
142736,4.518518518518518
142745,5.0
142751,4.678571428571429
142765,4.351351351351352
142818,4.888888888888889
142819,4.484848484848484
142820,4.1
142822,4.516129032258065
142826,4.884615384615385
148510,3.72972972972973
148518,4.147058823529412
148523,3.658536585365854
149593,4.410256410256411
149597,3.7837837837837838
149600,3.810810810810811
149639,4.2926829268292686
151144,4.935483870967742
151150,5.0
151154,4.0
151155,4.103448275862069
151156,3.9705882352941178
151158,4.137931034482759
151159,4.2
151240,3.3870967741935485
151241,3.7777777777777777
151242,3.875
151246,3.433333333333333
151247,4.358974358974359
151249,3.810810810810811
151250,3.710526315789474
151253,3.1904761904761907
151259,4.538461538461538
151260,3.2777777777777777
151261,3.8620689655172415
151262,4.28125
151266,4.157894736842105
151269,4.7
151278,4.228571428571429
151282,3.9444444444444446
151285,3.9166666666666665
151296,3.738095238095238
151297,3.525
151303,3.8461538461538463
152629,4.827586206896552
154184,3.658536585365854
154423,3.8666666666666667
170169,4.642857142857143
170260,4.5625
170261,4.6
170280,4.642857142857143
170281,4.866666666666666
170290,4.6875
170295,4.6875
170302,4.666666666666667
170303,4.75
170309,4.647058823529412
170311,4.4
170315,4.466666666666667
170349,3.4375
170352,3.7027027027027026
170355,3.948717948717949
171335,3.9
171875,3.5
171886,3.7837837837837838
171917,3.7027027027027026
171918,3.675675675675676
171966,4.0
171989,3.761904761904762
171992,3.8684210526315788
171993,4.025
171995,3.388888888888889
171996,3.8
172017,3.9743589743589745
172029,3.973684210526316
172037,3.638888888888889
172058,3.8857142857142857
172059,3.6842105263157894
172060,3.825
172062,4.230769230769231
178329,3.9302325581395348
178341,4.2727272727272725
178342,4.525
178343,4.377777777777778
178344,4.902439024390244
178345,4.225
178346,4.555555555555555
178351,4.688888888888889
178356,4.214285714285714
178357,4.590909090909091
178364,4.733333333333333
178371,3.883720930232558
178376,4.404761904761905
178377,4.25531914893617
178379,4.088888888888889
178381,3.5121951219512195
178384,4.5
178386,3.902439024390244
178392,4.186046511627907
178399,4.555555555555555
178401,3.6382978723404253
178412,4.394736842105263
181994,5.0
182012,5.0
182014,4.25
182017,4.944444444444445
182117,4.785714285714286
182793,4.386363636363637
182813,4.116279069767442
184562,4.529411764705882
184579,4.75
184582,4.857142857142857
184587,4.411764705882353
184592,4.294117647058823
184625,4.8
184631,4.6923076923076925
184633,4.866666666666666
184634,4.785714285714286
184636,4.933333333333334
184646,4.666666666666667
184647,4.4
184651,4.8
184656,4.428571428571429
184657,4.9411764705882355
184659,4.642857142857143
184660,4.882352941176471
184663,4.923076923076923
184664,4.733333333333333
184666,5.0
184673,4.933333333333334
184674,5.0
185075,4.333333333333333
